"Subject" "Activity" "Domain" "Component" "Sensor" "Signal" "Stats" "Direction" "Value"
10 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.023
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.004
10 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.006
11 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.972
11 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.921
11 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.964
11 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.052
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.071
11 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.103
12 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.949
12 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.929
12 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.923
12 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.123
12 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.111
12 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.104
13 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.951
13 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.939
13 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.949
13 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.142
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.032
13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.104
14 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.91
14 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.915
14 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.929
14 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.054
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.379
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.307
15 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.963
15 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.922
15 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.932
15 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.139
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.187
15 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.004
16 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.943
16 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.952
16 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.96
16 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.315
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.147
16 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.164
17 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.945
17 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.962
17 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.968
17 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.018
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.061
17 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.013
18 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.986
18 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.975
18 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.954
18 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.227
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.254
18 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.211
19 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.973
19 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.95
19 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.944
19 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.182
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.515
19 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.176
20 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.964
20 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.936
20 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.875
20 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.49
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.617
20 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.152
21 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.957
21 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.967
21 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.944
21 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.054
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.301
21 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.11
22 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.913
22 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.928
22 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.923
22 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.1
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.24
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.25
23 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.976
23 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.935
23 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.958
23 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.119
23 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.108
23 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.045
24 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.983
24 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.956
24 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.937
24 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.154
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.103
24 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.117
25 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.692
25 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.947
25 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.955
25 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.162
25 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.141
25 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.223
26 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.983
26 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.941
26 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.949
26 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.136
26 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.012
26 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.049
27 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.984
27 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.972
27 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.955
27 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.187
27 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.098
27 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.095
28 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.945
28 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.94
28 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.876
28 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.118
28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" 0.156
28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.147
29 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.99
29 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.963
29 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.969
29 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.092
29 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.122
29 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.122
30 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.954
30 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.938
30 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.892
30 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.174
30 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.027
30 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Y" -0.127
1 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.826
1 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.94
1 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.98
1 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.26
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.23
1 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.019
2 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.984
2 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.96
2 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.95
2 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.425
2 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.103
2 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.112
3 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.964
3 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.875
3 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.911
3 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.387
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.362
3 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.37
4 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.963
4 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.932
4 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.897
4 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.586
4 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.479
4 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.372
5 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.969
5 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.926
5 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.869
5 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.457
5 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.326
5 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.309
6 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.925
6 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.926
6 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.926
6 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.504
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.32
6 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.354
7 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.953
7 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.857
7 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.917
7 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.16
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.064
7 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.146
8 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.932
8 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.94
8 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.926
8 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.142
8 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.134
8 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.121
9 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.941
9 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.832
9 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.919
9 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.058
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.008
9 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.253
10 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.959
10 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.968
10 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.941
10 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.396
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.184
10 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.074
11 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.971
11 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.968
11 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.986
11 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.531
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.324
11 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.203
12 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.948
12 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.94
12 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.921
12 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.411
12 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.425
12 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.437
13 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.95
13 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.939
13 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.968
13 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.221
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.158
13 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.217
14 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.9
14 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.923
14 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.922
14 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.052
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.452
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.609
15 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.93
15 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.949
15 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.952
15 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.519
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.282
15 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.38
16 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.965
16 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.94
16 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.953
16 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.16
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.011
16 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.129
17 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.953
17 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.966
17 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.97
17 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.266
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.231
17 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.23
18 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.988
18 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.978
18 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.962
18 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.428
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.419
18 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.314
19 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.985
19 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.952
19 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.953
19 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.139
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.049
19 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.19
20 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.973
20 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.929
20 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.913
20 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.229
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.161
20 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.229
21 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.946
21 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.96
21 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.946
21 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.169
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.072
21 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.22
22 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.943
22 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.918
22 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.942
22 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.213
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.326
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.11
23 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.973
23 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.906
23 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.929
23 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.164
23 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.23
23 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.101
24 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.974
24 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.957
24 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.93
24 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.289
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.206
24 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.256
25 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.717
25 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.965
25 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.965
25 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.437
25 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.458
25 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.297
26 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.985
26 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.95
26 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.963
26 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.333
26 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.285
26 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.405
27 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.987
27 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.966
27 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.962
27 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.297
27 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.24
27 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.231
28 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.956
28 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.937
28 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.905
28 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.301
28 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.341
28 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.286
29 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.987
29 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.968
29 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.98
29 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.243
29 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.223
29 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.1
30 "LAYING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.967
30 "SITTING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.951
30 "STANDING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.913
30 "WALKING" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.12
30 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" -0.217
30 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "" "STD" "Z" 0.025
1 "LAYING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.897
1 "SITTING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.968
1 "STANDING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.994
1 "WALKING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.977
1 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.951
1 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.956
2 "LAYING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.959
2 "SITTING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.98
2 "STANDING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.987
2 "WALKING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.973
2 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.94
2 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.934
3 "LAYING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.983
3 "SITTING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.957
3 "STANDING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.982
3 "WALKING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.978
3 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.95
3 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.944
4 "LAYING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.921
4 "SITTING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.981
4 "STANDING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.973
4 "WALKING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.984
4 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.955
4 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.958
5 "LAYING" "Time" "Gravity" "Accelerometer" "" "STD" "X" -0.946
